trade_num,entry_time,exit_time,entry_date,side,entry_sig,exit_sig,entry_price,exit_price,pnl_usd,pts,win,exit_class,mfe_pts,mae_pts,conf,rsi,rsi_os,rsi_ob,adx,adx_opt,macd,drsi,cloud,vwap,research_bucket
,2026-05-15T11:32:00,2026-05-15T11:40:00,2026-05-15,Short,CR3_WU|c2|r63.2|a32.4|m15.87|d0.07|Rb,WS_Exit,29366,29326,,40,true,TP_40,39.69,14.56,2,63.2,false,false,32.4,true,15.87,0.07,BEAR,below,W_U_2
,2026-05-15T11:43:00,2026-05-15T11:44:00,2026-05-15,Long,CR3_WL|c2|r42.6|a32.4|m15.87|d-0.72|Ra,WL_Exit,29309,29284.5,,-24.5,false,Other,1.94,40.06,2,42.6,false,false,32.4,true,15.87,-0.72,BEAR,above,W_L_2
,2026-05-15T11:55:00,2026-05-15T11:59:00,2026-05-15,Long,CR3_WL|c2|r35.5|a32.4|m15.87|d-0.73|Ra,WL_Exit,29246,29286,,40,true,TP_40,39.69,12.56,2,35.5,false,false,32.4,true,15.87,-0.73,BEAR,above,W_L_2
,2026-05-15T12:03:00,2026-05-15T12:08:00,2026-05-15,Short,CR3_WU|c3|r47.8|a31.5|m16.63|d1.1|RB,WS_Exit,29278.25,29298.5,,-20.25,false,SL_20,17.44,20.56,3,47.8,false,false,31.5,true,16.63,1.1,BEAR,below,W_U_3+
,2026-05-15T12:17:00,2026-05-15T12:22:00,2026-05-15,Long,CR3_WL|c2|r46.8|a31.5|m16.63|d-0.09|Ra,WL_Exit,29270,29310,,40,true,TP_40,39.69,6.81,2,46.8,false,false,31.5,true,16.63,-0.09,BEAR,above,W_L_2
,2026-05-15T12:44:00,2026-05-15T12:53:00,2026-05-15,Short,CR3_WU|c3|r62.1|a30.7|m20.2|d-0.37|Rb,WS_Exit,29345.5,29305.5,,40,true,TP_40,39.69,7.06,3,62.1,false,false,30.7,true,20.2,-0.37,BEAR,below,W_U_3+
,2026-05-15T12:55:00,2026-05-15T13:06:00,2026-05-15,Long,CR3_WL|c2|r45.9|a30.7|m20.2|d-0.98|Ra,WL_Exit,29310.75,29350.75,,40,true,TP_40,39.69,6.81,2,45.9,false,false,30.7,true,20.2,-0.98,BEAR,above,W_L_2
,2026-05-15T13:06:00,2026-05-15T13:20:00,2026-05-15,Short,CR3_WU|c2|r59.5|a29.7|m21.36|d0.75|Rb,WS_Exit,29349.75,29370,,-20.25,false,SL_20,9.44,20.56,2,59.5,false,false,29.7,true,21.36,0.75,BEAR,below,W_U_2
,2026-05-15T13:21:00,2026-05-15T13:23:00,2026-05-15,Short,CR3_WU|c2|r63.4|a29.7|m21.36|d0.08|Rb,WS_Exit,29374,29394.25,,-20.25,false,SL_20,7.19,20.56,2,63.4,false,false,29.7,true,21.36,0.08,BEAR,below,W_U_2
,2026-05-15T13:57:00,2026-05-15T13:59:00,2026-05-15,Short,CR3_WU|c2|r53.8|a27.7|m27.66|d0.17|Rb,WS_Exit,29429.75,29450,,-20.25,false,SL_20,0,20.56,2,53.8,false,false,27.7,true,27.66,0.17,BEAR,below,W_U_2
,2026-05-15T14:07:00,2026-05-15T14:18:00,2026-05-15,Short,CR3_WU|c2|r73.7|a25.9|m32.61|d0.7|NbO,WS_Exit,29478.5,29438.5,,40,true,TP_40,39.69,8.81,2,73.7,false,true,25.9,true,32.61,0.7,NEU,below,W_U_OB
,2026-05-15T14:20:00,2026-05-15T14:27:00,2026-05-15,Long,CR3_WL|c3|r36.2|a25.9|m32.61|d-2.43|NA,WL_Exit,29411.5,29391.25,,-20.25,false,SL_20,29.94,20.56,3,36.2,false,false,25.9,true,32.61,-2.43,NEU,above,W_L_3+
,2026-05-15T14:32:00,2026-05-15T14:34:00,2026-05-15,Long,CR3_WL|c4|r29|a24.8|m30.4|d-0.86|NAO,WL_Exit,29346,29325.75,,-20.25,false,SL_20,0.94,20.56,4,29,true,false,24.8,true,30.4,-0.86,NEU,above,W_L_OS
,2026-05-15T14:56:00,2026-05-15T15:06:00,2026-05-15,Short,CR3_WU|c1|r52.7|a24.8|m30.4|d0.79|Nb,WS_Exit,29388,29348,,40,true,TP_40,39.69,11.06,1,52.7,false,false,24.8,true,30.4,0.79,NEU,below,W_U_1
,2026-05-15T15:18:00,2026-05-15T15:24:00,2026-05-15,Long,CR3_WL|c2|r33|a23.1|m28.14|d-0.53|Na,WL_Exit,29308.5,29288.25,,-20.25,false,SL_20,12.94,20.56,2,33,false,false,23.1,true,28.14,-0.53,NEU,above,W_L_2
,2026-05-15T15:28:00,2026-05-15T15:40:00,2026-05-15,Long,CR3_WL|c3|r36.4|a23.1|m28.14|d0.12|Na,WL_Exit,29293.5,29333.5,,40,true,TP_40,39.69,7.56,3,36.4,false,false,23.1,true,28.14,0.12,NEU,above,W_L_3+
,2026-05-15T15:46:00,2026-05-15T15:50:00,2026-05-15,Long,CR3_WL|c2|r37.2|a22|m19.23|d-0.42|Na,WL_Exit,29286.25,29266,,-20.25,false,SL_20,20.44,20.56,2,37.2,false,false,22,true,19.23,-0.42,NEU,above,W_L_2
,2026-05-15T15:56:00,2026-05-15T16:00:00,2026-05-15,Long,CR3_WL|c2|r31.2|a22|m19.23|d-0.81|Na,WL_Exit,29229.5,29209.25,,-20.25,false,SL_20,19.44,20.56,2,31.2,false,false,22,true,19.23,-0.81,NEU,above,W_L_2
,2026-05-15T16:48:00,2026-05-15T16:59:00,2026-05-15,Short,CR3_WU|c3|r52.5|a22.6|m-0.97|d0.09|NB,WS_Exit,29175.5,29195.75,,-20.25,false,SL_20,15.19,20.56,3,52.5,false,false,22.6,true,-0.97,0.09,NEU,below,W_U_3+
,2026-05-15T16:59:00,2026-05-17T18:00:00,2026-05-15,Short,CR3_WU|c5|r49.8|a23.2|m-7.18|d0.14|RB,WS_Exit,29172.5,29198.75,,-26.25,false,Other,60.19,50.31,5,49.8,false,false,23.2,true,-7.18,0.14,BEAR,below,W_U_3+
,2026-05-18T10:36:00,2026-05-18T10:37:00,2026-05-18,Long,CR3_WL|c3|r23|a18.3|m13.32|d-1.72|NaO,WL_Exit,29003.75,29051.75,,48,true,Other,50.69,7.31,3,23,true,false,18.3,true,13.32,-1.72,NEU,above,W_L_OS
,2026-05-18T11:01:00,2026-05-18T11:09:00,2026-05-18,Short,CR3_WU|c2|r48.9|a18.2|m1.17|d0.71|NB,WS_Exit,29078,29038,,40,true,TP_40,42.19,15.31,2,48.9,false,false,18.2,true,1.17,0.71,NEU,below,W_U_2
,2026-05-18T11:10:00,2026-05-18T11:12:00,2026-05-18,Long,CR3_WL|c2|r45.3|a18.2|m1.17|d-0.36|Na,WL_Exit,29047.75,29087.75,,40,true,TP_40,39.69,1.06,2,45.3,false,false,18.2,true,1.17,-0.36,NEU,above,W_L_2
,2026-05-18T11:21:00,2026-05-18T11:23:00,2026-05-18,Long,CR3_WL|c2|r39.9|a18.2|m1.17|d-0.41|Na,WL_Exit,29014.75,28994.5,,-20.25,false,SL_20,4.19,20.56,2,39.9,false,false,18.2,true,1.17,-0.41,NEU,above,W_L_2
,2026-05-18T11:31:00,2026-05-18T11:34:00,2026-05-18,Long,CR3_WL|c1|r36.9|a18.2|m-14.35|d-0.09|Na,WL_Exit,28967.25,29007.25,,40,true,TP_40,39.69,4.31,1,36.9,false,false,18.2,true,-14.35,-0.09,NEU,above,W_L_1
,2026-05-18T11:38:00,2026-05-18T11:44:00,2026-05-18,Short,CR3_WU|c3|r55|a18.2|m-14.35|d0.69|NB,WS_Exit,29043.5,29003.5,,40,true,TP_40,39.69,18.06,3,55,false,false,18.2,true,-14.35,0.69,NEU,below,W_U_3+
,2026-05-18T12:01:00,2026-05-18T12:10:00,2026-05-18,Long,CR3_WL|c1|r40.2|a18.4|m-21.13|d-0.1|Na,WL_Exit,28973.5,29013.5,,40,true,TP_40,39.69,14.56,1,40.2,false,false,18.4,true,-21.13,-0.1,NEU,above,W_L_1
,2026-05-18T12:20:00,2026-05-18T12:23:00,2026-05-18,Short,CR3_WU|c3|r65.9|a18.4|m-21.13|d0.76|NB,WS_Exit,29054.75,29014.75,,40,true,TP_40,39.69,19.56,3,65.9,false,false,18.4,true,-21.13,0.76,NEU,below,W_U_3+
,2026-05-18T12:31:00,2026-05-18T12:33:00,2026-05-18,Long,CR3_WL|c2|r34.5|a19.1|m-31.78|d-2.31|Ra,WL_Exit,28884.75,28924.75,,40,true,TP_40,39.69,4.31,2,34.5,false,false,19.1,true,-31.78,-2.31,BEAR,above,W_L_2
,2026-05-18T13:21:00,2026-05-18T13:23:00,2026-05-18,Long,CR3_WL|c2|r45.4|a19.9|m-28.65|d-0.52|Ra,WL_Exit,28987,28966.75,,-20.25,false,SL_20,3.94,20.56,2,45.4,false,false,19.9,true,-28.65,-0.52,BEAR,above,W_L_2
,2026-05-18T13:38:00,2026-05-18T13:43:00,2026-05-18,Long,CR3_WL|c2|r43.5|a20.7|m-24.81|d-0.24|Ra,WL_Exit,28974.25,29014.25,,40,true,TP_40,39.69,6.56,2,43.5,false,false,20.7,true,-24.81,-0.24,BEAR,above,W_L_2
,2026-05-18T13:44:00,2026-05-18T14:02:00,2026-05-18,Short,CR3_WU|c5|r56.6|a20.7|m-24.81|d0.38|RB,WS_Exit,29011,28971,,40,true,TP_40,39.69,12.31,5,56.6,false,false,20.7,true,-24.81,0.38,BEAR,below,W_U_3+
,2026-05-18T14:07:00,2026-05-18T14:10:00,2026-05-18,Long,CR3_WL|c2|r39.1|a21.4|m-20.71|d-1.24|Ra,WL_Exit,28949,28928.75,,-20.25,false,SL_20,3.19,20.56,2,39.1,false,false,21.4,true,-20.71,-1.24,BEAR,above,W_L_2
,2026-05-18T14:17:00,2026-05-18T14:19:00,2026-05-18,Long,CR3_WL|c3|r23.7|a21.4|m-20.71|d-0.83|RaO,WL_Exit,28880.75,28860.5,,-20.25,false,SL_20,0.94,20.56,3,23.7,true,false,21.4,true,-20.71,-0.83,BEAR,above,W_L_OS
,2026-05-18T14:51:00,2026-05-18T15:00:00,2026-05-18,Long,CR3_WL|c2|r33.9|a22.9|m-24.56|d-0.1|Ra,WL_Exit,28835,28875,,40,true,TP_40,39.69,18.81,2,33.9,false,false,22.9,true,-24.56,-0.1,BEAR,above,W_L_2
,2026-05-18T15:03:00,2026-05-18T15:06:00,2026-05-18,Short,CR3_WU|c5|r68.5|a24.5|m-28.59|d2.72|RB,WS_Exit,28999.5,28959.5,,40,true,TP_40,39.69,20.81,5,68.5,false,false,24.5,true,-28.59,2.72,BEAR,below,W_U_3+
,2026-05-18T15:24:00,2026-05-18T15:31:00,2026-05-18,Long,CR3_WL|c2|r44.8|a24.5|m-28.59|d-0.8|Ra,WL_Exit,28915,28955,,40,true,TP_40,39.69,34.81,2,44.8,false,false,24.5,true,-28.59,-0.8,BEAR,above,W_L_2
,2026-05-18T15:37:00,2026-05-18T15:39:00,2026-05-18,Short,CR3_WU|c5|r64.5|a23.9|m-24.14|d1.27|RB,WS_Exit,28986.5,29006.75,,-20.25,false,SL_20,1.69,20.56,5,64.5,false,false,23.9,true,-24.14,1.27,BEAR,below,W_U_3+
,2026-05-18T16:24:00,2026-05-18T18:00:00,2026-05-18,Short,CR3_WU|c5|r58.8|a22.9|m-8.44|d-0.18|Rb,WS_Exit,29089,29109.25,,-20.25,false,SL_20,17.44,20.56,5,58.8,false,false,22.9,true,-8.44,-0.18,BEAR,below,W_U_3+
,2026-05-19T10:41:00,2026-05-19T10:44:00,2026-05-19,Short,CR3_WU|c5|r56.6|a26.2|m-12.69|d0.72|RB,WS_Exit,28781.5,28741.5,,40,true,TP_40,39.69,20.06,5,56.6,false,false,26.2,true,-12.69,0.72,BEAR,below,W_U_3+
,2026-05-19T10:47:00,2026-05-19T10:51:00,2026-05-19,Long,CR3_WL|c2|r37.3|a26.2|m-12.69|d-0.06|Ra,WL_Exit,28690.5,28730.5,,40,true,TP_40,39.69,15.81,2,37.3,false,false,26.2,true,-12.69,-0.06,BEAR,above,W_L_2
,2026-05-19T10:57:00,2026-05-19T11:01:00,2026-05-19,Short,CR3_WU|c5|r63.6|a26.2|m-12.69|d0.9|RB,WS_Exit,28795.5,28815.75,,-20.25,false,SL_20,15.44,20.56,5,63.6,false,false,26.2,true,-12.69,0.9,BEAR,below,W_U_3+
,2026-05-19T11:15:00,2026-05-19T11:19:00,2026-05-19,Short,CR3_WU|c5|r63.3|a26.3|m-12.27|d0.09|RB,WS_Exit,28842,28802,,40,true,TP_40,39.69,17.81,5,63.3,false,false,26.3,true,-12.27,0.09,BEAR,below,W_U_3+
,2026-05-19T11:24:00,2026-05-19T11:27:00,2026-05-19,Long,CR3_WL|c2|r38.9|a26.3|m-12.27|d-0.98|Ra,WL_Exit,28746.5,28786.5,,40,true,TP_40,39.69,19.81,2,38.9,false,false,26.3,true,-12.27,-0.98,BEAR,above,W_L_2
,2026-05-19T11:37:00,2026-05-19T11:42:00,2026-05-19,Short,CR3_WU|c5|r59.7|a25.7|m-13.1|d0.75|RB,WS_Exit,28839.5,28859.75,,-20.25,false,SL_20,13.44,20.56,5,59.7,false,false,25.7,true,-13.1,0.75,BEAR,below,W_U_3+
,2026-05-19T11:54:00,2026-05-19T11:55:00,2026-05-19,Long,CR3_WL|c2|r47.7|a25.7|m-13.1|d-0.52|Ra,WL_Exit,28821.5,28792,,-29.5,false,Other,0,34.56,2,47.7,false,false,25.7,true,-13.1,-0.52,BEAR,above,W_L_2
,2026-05-19T12:02:00,2026-05-19T12:06:00,2026-05-19,Short,CR3_WU|c6|r60.5|a24.9|m-9.62|d-0.06|RB,WS_Exit,28869.25,28829.25,,40,true,TP_40,39.69,12.06,6,60.5,false,false,24.9,true,-9.62,-0.06,BEAR,below,W_U_3+
,2026-05-19T12:26:00,2026-05-19T12:28:00,2026-05-19,Short,CR3_WU|c4|r64.6|a24.9|m-9.62|d0.95|Rb,WS_Exit,28900.75,28921,,-20.25,false,SL_20,4.94,20.56,4,64.6,false,false,24.9,true,-9.62,0.95,BEAR,below,W_U_3+
,2026-05-19T12:52:00,2026-05-19T12:55:00,2026-05-19,Short,CR3_WU|c4|r69.4|a23.7|m-0.48|d-0.27|Rb,WS_Exit,29009,29029.25,,-20.25,false,SL_20,1.19,20.56,4,69.4,false,false,23.7,true,-0.48,-0.27,BEAR,below,W_U_3+
,2026-05-19T13:03:00,2026-05-19T13:09:00,2026-05-19,Short,CR3_WU|c3|r74.6|a22.6|m12.82|d0.23|RbO,WS_Exit,29049.25,29069.5,,-20.25,false,SL_20,6.94,20.56,3,74.6,false,true,22.6,true,12.82,0.23,BEAR,below,W_U_OB
,2026-05-19T13:23:00,2026-05-19T13:26:00,2026-05-19,Short,CR3_WU|c3|r71.9|a22.6|m12.82|d0.32|RbO,WS_Exit,29117,29077,,40,true,TP_40,39.69,5.56,3,71.9,false,true,22.6,true,12.82,0.32,BEAR,below,W_U_OB
,2026-05-19T13:45:00,2026-05-19T13:46:00,2026-05-19,Long,CR3_WL|c3|r43.4|a22.4|m24.74|d-0.34|NA,WL_Exit,29075,29048,,-27,false,Other,0,29.56,3,43.4,false,false,22.4,true,24.74,-0.34,NEU,above,W_L_3+
,2026-05-19T14:05:00,2026-05-19T14:18:00,2026-05-19,Short,CR3_WU|c1|r61.9|a22.2|m30.42|d1.36|Nb,WS_Exit,29092,29052,,40,true,TP_40,39.69,10.06,1,61.9,false,false,22.2,true,30.42,1.36,NEU,below,W_U_1
,2026-05-19T14:28:00,2026-05-19T14:30:00,2026-05-19,Long,CR3_WL|c3|r36.2|a22.2|m30.42|d-0.41|NA,WL_Exit,29029.5,29009.25,,-20.25,false,SL_20,1.69,20.56,3,36.2,false,false,22.2,true,30.42,-0.41,NEU,above,W_L_3+
,2026-05-19T14:39:00,2026-05-19T14:48:00,2026-05-19,Long,CR3_WL|c4|r37.5|a22|m29.78|d0.18|NA,WL_Exit,29015.75,28995.5,,-20.25,false,SL_20,11.44,20.56,4,37.5,false,false,22,true,29.78,0.18,NEU,above,W_L_3+
,2026-05-19T14:53:00,2026-05-19T14:55:00,2026-05-19,Long,CR3_WL|c4|r34.7|a22|m29.78|d0.01|NA,WL_Exit,28990,28969.75,,-20.25,false,SL_20,1.69,20.56,4,34.7,false,false,22,true,29.78,0.01,NEU,above,W_L_3+
,2026-05-19T15:15:00,2026-05-19T15:19:00,2026-05-19,Short,CR3_WU|c1|r63.6|a20.9|m23.94|d1.72|Nb,WS_Exit,29047.25,29007.25,,40,true,TP_40,39.69,2.56,1,63.6,false,false,20.9,true,23.94,1.72,NEU,below,W_U_1
,2026-05-19T15:25:00,2026-05-19T15:31:00,2026-05-19,Long,CR3_WL|c3|r33.6|a20.9|m23.94|d-1.86|NA,WL_Exit,28947.75,28987.75,,40,true,TP_40,39.69,7.06,3,33.6,false,false,20.9,true,23.94,-1.86,NEU,above,W_L_3+
,2026-05-19T15:46:00,2026-05-19T15:50:00,2026-05-19,Long,CR3_WL|c3|r36.8|a19.8|m20.34|d-0.5|NA,WL_Exit,28927.5,28907.25,,-20.25,false,SL_20,8.69,20.56,3,36.8,false,false,19.8,true,20.34,-0.5,NEU,above,W_L_3+
,2026-05-19T16:08:00,2026-05-19T16:29:00,2026-05-19,Short,CR3_WU|c1|r53.6|a18.7|m13.72|d0.75|Nb,ADX_Block,28929.5,28909,,20.5,true,ADX_Block,27.94,12.06,1,53.6,false,false,18.7,true,13.72,0.75,NEU,below,W_U_1
,2026-05-19T16:34:00,2026-05-19T16:35:00,2026-05-19,Long,CR3_WL|c1|r42.9|a17.6|m7.99|d-0.11|Na,ADX_Block,28903.75,28908.5,,4.75,true,ADX_Block,5.69,5.06,1,42.9,false,false,17.6,false,7.99,-0.11,NEU,above,W_L_1
,2026-05-19T16:46:00,2026-05-19T16:47:00,2026-05-19,Long,CR3_WL|c1|r39.6|a17.6|m7.99|d-0.14|Na,ADX_Block,28896.25,28896.75,,0.5,false,ADX_Block,7.19,1.56,1,39.6,false,false,17.6,false,7.99,-0.14,NEU,above,W_L_1
,2026-05-19T16:58:00,2026-05-19T16:59:00,2026-05-19,Long,CR3_WL|c1|r40.2|a17.6|m7.99|d-0.11|Na,ADX_Block,28892.5,28898.75,,6.25,true,ADX_Block,6.19,0.81,1,40.2,false,false,17.6,false,7.99,-0.11,NEU,above,W_L_1
,2026-05-20T10:52:00,2026-05-20T10:53:00,2026-05-20,Short,CR3_WU|c1|r58.3|a16.5|m4.64|d-0.08|Bb,ADX_Block,29232,29250,,-18,false,ADX_Block,0.44,19.31,1,58.3,false,false,16.5,false,4.64,-0.08,BULL,below,W_U_1
,2026-05-20T11:17:00,2026-05-20T11:18:00,2026-05-20,Short,CR3_WU|c1|r60.1|a17.8|m10.86|d0.8|Bb,ADX_Block,29312.75,29313.75,,-1,false,ADX_Block,38.44,11.31,1,60.1,false,false,17.8,false,10.86,0.8,BULL,below,W_U_1
,2026-05-20T11:50:00,2026-05-20T12:03:00,2026-05-20,Short,CR3_WU|c2|r61.5|a20|m15.71|d0.43|Bb,WS_Exit,29341.25,29301.25,,40,true,TP_40,39.69,17.56,2,61.5,false,false,20,true,15.71,0.43,BULL,below,W_U_2
,2026-05-20T12:04:00,2026-05-20T12:11:00,2026-05-20,Long,CR3_WL|c5|r45.7|a22|m19.99|d-1.07|BA,WL_Exit,29316.25,29296,,-20.25,false,SL_20,12.44,20.56,5,45.7,false,false,22,true,19.99,-1.07,BULL,above,W_L_3+
,2026-05-20T12:18:00,2026-05-20T12:20:00,2026-05-20,Long,CR3_WL|c5|r33.5|a22|m19.99|d-0.93|BA,WL_Exit,29271,29250.75,,-20.25,false,SL_20,0,24.56,5,33.5,false,false,22,true,19.99,-0.93,BULL,above,W_L_3+
,2026-05-20T12:45:00,2026-05-20T12:57:00,2026-05-20,Short,CR3_WU|c2|r54.8|a22.4|m15|d1.3|Bb,WS_Exit,29273.5,29233.5,,40,true,TP_40,39.69,23.56,2,54.8,false,false,22.4,true,15,1.3,BULL,below,W_U_2
,2026-05-20T12:57:00,2026-05-20T12:59:00,2026-05-20,Long,CR3_WL|c5|r41|a22.4|m15|d-0.51|BA,WL_Exit,29232.5,29272.5,,40,true,TP_40,39.69,8.56,5,41,false,false,22.4,true,15,-0.51,BULL,above,W_L_3+
,2026-05-20T13:10:00,2026-05-20T13:13:00,2026-05-20,Long,CR3_WL|c5|r48.1|a22.7|m12.24|d-0.11|BA,WL_Exit,29251,29291,,40,true,TP_40,39.69,9.56,5,48.1,false,false,22.7,true,12.24,-0.11,BULL,above,W_L_3+
,2026-05-20T13:13:00,2026-05-20T13:27:00,2026-05-20,Short,CR3_WU|c3|r58.6|a22.7|m12.24|d-0.08|Bb,WS_Exit,29277,29297.25,,-20.25,false,SL_20,15.69,20.56,3,58.6,false,false,22.7,true,12.24,-0.08,BULL,below,W_U_3+
,2026-05-20T13:28:00,2026-05-20T13:36:00,2026-05-20,Short,CR3_WU|c2|r59.4|a22.7|m12.24|d0.16|Bb,WS_Exit,29292.75,29313,,-20.25,false,SL_20,20.44,20.56,2,59.4,false,false,22.7,true,12.24,0.16,BULL,below,W_U_2
,2026-05-20T13:53:00,2026-05-20T14:00:00,2026-05-20,Long,CR3_WL|c5|r47.6|a23.2|m11.36|d-0.46|BA,WL_Exit,29289.5,29269.25,,-20.25,false,SL_20,29.19,20.56,5,47.6,false,false,23.2,true,11.36,-0.46,BULL,above,W_L_3+
,2026-05-20T14:01:00,2026-05-20T14:37:00,2026-05-20,Short,CR3_WU|c2|r61.5|a23.8|m10.04|d0.35|Bb,WS_Exit,29313.75,29334,,-20.25,false,SL_20,36.19,20.56,2,61.5,false,false,23.8,true,10.04,0.35,BULL,below,W_U_2
,2026-05-20T14:39:00,2026-05-20T14:45:00,2026-05-20,Short,CR3_WU|c2|r67|a24|m8.38|d1.14|Bb,WS_Exit,29334.25,29294.25,,40,true,TP_40,39.69,4.31,2,67,false,false,24,true,8.38,1.14,BULL,below,W_U_2
,2026-05-20T15:01:00,2026-05-20T15:15:00,2026-05-20,Short,CR3_WU|c2|r58|a24.5|m5.96|d0.44|Bb,WS_Exit,29324,29344.25,,-20.25,false,SL_20,21.19,20.56,2,58,false,false,24.5,true,5.96,0.44,BULL,below,W_U_2
,2026-05-20T15:31:00,2026-05-20T15:39:00,2026-05-20,Long,CR3_WL|c5|r52.2|a25|m6.01|d-0.54|BA,WL_Exit,29335.5,29375.5,,40,true,TP_40,39.69,4.06,5,52.2,false,false,25,true,6.01,-0.54,BULL,above,W_L_3+
,2026-05-20T15:46:00,2026-05-20T15:58:00,2026-05-20,Short,CR3_WU|c2|r65.4|a25|m6.01|d0.33|Bb,WS_Exit,29365.25,29385.5,,-20.25,false,SL_20,28.69,20.56,2,65.4,false,false,25,true,6.01,0.33,BULL,below,W_U_2
,2026-05-20T15:58:00,2026-05-20T16:16:00,2026-05-20,Short,CR3_WU|c3|r61.2|a25|m6.01|d-0.19|Bb,WS_Exit,29377.75,29337.75,,40,true,TP_40,39.69,19.56,3,61.2,false,false,25,true,6.01,-0.19,BULL,below,W_U_3+
,2026-05-20T16:23:00,2026-05-20T16:25:00,2026-05-20,Long,CR3_WL|c5|r38.3|a25.9|m8.54|d-1.38|BA,WL_Exit,29296,29336,,40,true,TP_40,39.69,1.56,5,38.3,false,false,25.9,true,8.54,-1.38,BULL,above,W_L_3+
,2026-05-20T16:52:00,2026-05-20T16:54:00,2026-05-20,Long,CR3_WL|c6|r39.2|a25.2|m7.6|d0.09|BA,WL_Exit,29282.75,29262.5,,-20.25,false,SL_20,3.69,27.81,6,39.2,false,false,25.2,true,7.6,0.09,BULL,above,W_L_3+
,2026-05-21T10:37:00,2026-05-21T10:40:00,2026-05-21,Short,CR3_WU|c3|r56.8|a18.8|m-17.43|d1.02|NB,WS_Exit,29244.75,29204.75,,40,true,TP_40,39.69,10.31,3,56.8,false,false,18.8,true,-17.43,1.02,NEU,below,W_U_3+
,2026-05-21T10:49:00,2026-05-21T10:50:00,2026-05-21,Long,CR3_WL|c1|r45.6|a18.8|m-17.43|d-0.48|Na,WL_Exit,29199.25,29173.25,,-26,false,Other,1.69,31.31,1,45.6,false,false,18.8,true,-17.43,-0.48,NEU,above,W_L_1
,2026-05-21T10:59:00,2026-05-21T11:05:00,2026-05-21,Short,CR3_WU|c3|r54|a18.7|m-14.71|d0.57|NB,WS_Exit,29234,29194,,40,true,TP_40,39.69,11.06,3,54,false,false,18.7,true,-14.71,0.57,NEU,below,W_U_3+
,2026-05-21T11:06:00,2026-05-21T11:08:00,2026-05-21,Long,CR3_WL|c1|r40.9|a18.7|m-14.71|d-0.35|Na,WL_Exit,29176.5,29156.25,,-20.25,false,SL_20,5.94,20.56,1,40.9,false,false,18.7,true,-14.71,-0.35,NEU,above,W_L_1
,2026-05-21T11:33:00,2026-05-21T11:34:00,2026-05-21,Long,CR3_WL|c1|r45.3|a18.9|m-12.12|d-0.66|Ra,WL_Exit,29211.75,29185.25,,-26.5,false,Other,3.19,36.81,1,45.3,false,false,18.9,true,-12.12,-0.66,BEAR,above,W_L_1
,2026-05-21T11:43:00,2026-05-21T11:47:00,2026-05-21,Short,CR3_WU|c3|r60.9|a18.9|m-12.12|d0.97|Rb,WS_Exit,29265,29285.25,,-20.25,false,SL_20,39.69,20.56,3,60.9,false,false,18.9,true,-12.12,0.97,BEAR,below,W_U_3+
,2026-05-21T11:59:00,2026-05-21T12:09:00,2026-05-21,Long,CR3_WL|c2|r49.7|a18.4|m-7.81|d-0.56|RA,WL_Exit,29266.75,29306.75,,40,true,TP_40,39.69,18.31,2,49.7,false,false,18.4,true,-7.81,-0.56,BEAR,above,W_L_2
,2026-05-21T12:13:00,2026-05-21T12:15:00,2026-05-21,Long,CR3_WL|c2|r48.8|a18.4|m-7.81|d-0.11|RA,WL_Exit,29279.75,29259.5,,-20.25,false,SL_20,9.19,20.56,2,48.8,false,false,18.4,true,-7.81,-0.11,BEAR,above,W_L_2
,2026-05-21T12:23:00,2026-05-21T12:29:00,2026-05-21,Long,CR3_WL|c1|r38.9|a18.4|m-7.81|d-1.2|Ra,ADX_Block,29243.25,29246.75,,3.5,true,ADX_Block,8.44,14.56,1,38.9,false,false,18.4,true,-7.81,-1.2,BEAR,above,W_L_1
,2026-05-21T12:45:00,2026-05-21T12:46:00,2026-05-21,Short,CR3_WU|c3|r52.2|a17.8|m-5.86|d-0.08|Rb,ADX_Block,29261,29240.75,,20.25,true,ADX_Block,33.44,0.56,3,52.2,false,false,17.8,false,-5.86,-0.08,BEAR,below,W_U_3+
,2026-05-21T13:02:00,2026-05-21T13:03:00,2026-05-21,Short,CR3_WU|c2|r62.5|a17.3|m-3.57|d1.25|Rb,ADX_Block,29278.75,29280,,-1.25,false,ADX_Block,9.69,6.31,2,62.5,false,false,17.3,false,-3.57,1.25,BEAR,below,W_U_2
,2026-05-21T13:12:00,2026-05-21T13:13:00,2026-05-21,Short,CR3_WU|c3|r74|a17.3|m-3.57|d1.09|RbO,ADX_Block,29346.75,29330.75,,16,true,ADX_Block,22.44,2.56,3,74,false,true,17.3,false,-3.57,1.09,BEAR,below,W_U_OB
,2026-05-21T13:22:00,2026-05-21T13:23:00,2026-05-21,Short,CR3_WU|c2|r69.9|a17.3|m-3.57|d0.61|Rb,ADX_Block,29433.25,29398.5,,34.75,true,ADX_Block,66.44,3.31,2,69.9,false,false,17.3,false,-3.57,0.61,BEAR,below,W_U_2
,2026-05-21T13:35:00,2026-05-21T13:36:00,2026-05-21,Short,CR3_WU|c1|r64.8|a18|m8.01|d-0.11|Nb,ADX_Block,29453.75,29453.5,,0.25,false,ADX_Block,1.19,7.56,1,64.8,false,false,18,true,8.01,-0.11,NEU,below,W_U_1
